0,1
1,0
2,1
3,0
4,0
5,1
6,0
7,1
8,0
9,0
10,0
11,0
12,0
13,1
14,1
15,1
16,1
17,0
18,1
19,1
20,1
21,1
22,0
23,0
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,0
38,1
39,0
40,1
41,1
42,1
43,1
44,0
45,0
46,0
47,1
48,0
49,1
50,1
51,0
52,1
53,1
54,1
55,0
56,1
57,0
58,1
59,1
60,1
61,1
62,0
63,1
64,0
65,1
66,0
67,1
68,1
69,1
70,0
71,1
72,1
73,1
74,0
75,0
76,1
77,0
78,1
79,1
80,1
81,0
82,1
83,0
84,1
85,1
86,0
87,0
88,1
89,0
90,1
91,1
92,1
93,0
94,1
95,1
96,1
97,0
98,1
99,1
100,1
101,0
102,1
103,0
104,1
105,1
106,0
107,1
108,0
109,1
110,0
111,1
112,1
113,1
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,1
123,0
124,1
125,0
126,0
127,0
128,1
129,0
130,0
131,1
132,1
133,1
134,1
135,1
136,1
137,0
138,1
139,0
140,0
141,0
142,1
143,1
144,1
145,1
146,0
147,1
148,0
149,0
150,1
151,0
152,1
153,1
154,1
155,1
156,1
157,1
158,0
159,1
160,1
161,0
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,0
170,0
171,1
172,0
173,1
174,0
175,1
176,0
177,0
178,0
179,0
180,1
181,0
182,1
183,1
184,1
185,1
186,0
187,0
188,1
189,1
190,0
191,1
192,1
193,1
194,1
195,0
196,0
197,1
198,1
199,
200,0
201,1
202,1
203,1
204,0
205,1
206,0
207,0
208,0
209,1
210,1
211,1
212,1
213,1
214,0
215,0
216,1
217,0
218,0
219,1
220,1
221,1
222,0
223,1
224,0
225,0
226,0
227,1
228,1
229,0
230,1
231,1
232,1
233,0
234,1
235,1
236,1
237,1
238,1
239,0
240,0
241,0
242,0
243,1
244,1
245,1
246,0
247,1
248,1
249,0
250,0
251,0
252,0
253,1
254,0
255,0
256,1
257,1
258,0
259,0
260,0
261,0
262,1
263,1
264,1
265,0
266,1
267,1
268,1
269,0
270,0
271,0
272,1
273,1
274,0
275,
276,0
277,0
278,1
279,1
280,0
281,
282,1
283,1
284,0
285,1
286,0
287,1
288,0
289,0
290,0
291,1
292,0
293,1
294,
295,1
296,1
297,0
298,1
299,1
300,0
301,1
302,0
303,0
304,0
305,0
306,0
307,1
308,1
309,1
310,0
311,1
312,0
313,0
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,0
322,0
323,0
324,0
325,1
326,0
327,1
328,0
329,0
330,0
331,1
332,0
333,1
334,1
335,1
336,0
337,0
338,1
339,1
340,1
341,1
342,0
343,1
344,1
345,0
346,1
347,0
348,1
349,0
350,0
351,1
352,1
353,0
354,1
355,0
356,0
357,1
358,1
359,0
360,1
361,1
362,1
363,0
364,1
365,1
366,0
367,1
368,0
369,0
370,0
371,1
372,1
373,0
374,0
375,1
376,0
377,0
378,1
379,0
380,1
381,1
382,1
383,0
384,1
385,1
386,1
387,0
388,1
389,1
390,0
391,1
392,0
393,1
394,0
395,1
396,1
397,1
398,1
399,1
400,1
401,0
402,1
403,0
404,1
405,1
406,0
407,0
408,0
409,0
410,0
411,1
412,1
413,1
414,1
415,1
416,1
417,0
418,1
419,1
420,1
421,1
422,0
423,1
424,1
425,1
426,1
427,0
428,0
429,1
430,0
431,0
432,0
433,0
434,1
435,0
436,1
437,1
438,0
439,1
440,1
441,0
442,1
443,1
444,1
445,1
446,0
447,1
448,1
449,1
450,0
451,1
452,1
453,0
454,1
455,1
456,1
457,1
458,0
459,1
460,0
461,1
462,1
463,0
464,1
465,1
466,0
467,1
468,0
469,1
470,1
471,0
472,0
473,0
474,0
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,0
485,1
486,0
487,1
488,1
489,1
490,1
491,1
492,0
493,0
494,1
495,1
496,0
497,1
498,1
499,1
500,1
501,1
502,0
503,0
504,0
505,1
506,0
507,0
508,0
509,1
510,0
511,0
512,1
513,1
514,1
515,1
516,1
517,0
518,0
519,1
520,1
521,0
522,1
523,1
524,0
525,0
526,1
527,0
528,1
529,1
530,1
531,1
532,0
533,1
534,0
535,1
536,1
537,1
538,1
539,1
540,1
541,0
542,1
543,1
544,0
545,1
546,0
547,0
548,1
549,0
550,0
551,0
552,0
553,1
554,1
555,1
556,0
557,0
558,0
559,1
560,1
561,0
562,1
563,1
564,1
565,0
566,1
567,0
568,1
569,0
570,1
571,1
572,1
573,0
574,0
575,1
576,0
577,0
578,1
579,1
580,1
581,1
582,0
583,1
584,1
585,1
586,1
587,0
588,1
589,1
590,0
591,1
592,1
593,1
594,0
595,1
596,1
597,0
598,0
599,1
600,1
601,1
602,0
603,0
604,0
605,1
606,1
607,1
608,1
609,1
610,0
611,1
612,0
613,0
614,1
615,0
616,0
617,0
618,1
619,0
620,1
621,0
622,1
623,0
624,1
625,1
626,0
627,1
628,1
629,0
630,1
631,1
632,1
633,0
634,1
635,0
636,0
637,0
638,1
639,1
640,0
641,0
642,1
643,1
644,1
645,1
646,0
647,1
648,1
649,1
650,0
651,0
652,0
653,0
654,1
655,0
656,1
657,1
658,0
659,0
660,0
661,0
662,0
663,1
664,1
665,0
666,0
667,1
668,0
669,1
670,0
671,1
672,1
673,0
674,0
675,1
676,0
677,0
678,1
679,0
680,1
681,0
682,1
683,0
684,1
685,1
686,1
687,0
688,0
689,0
690,1
691,1
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,1
700,1
701,1
702,1
703,0
704,0
705,0
706,1
707,1
708,0
709,1
710,1
711,1
712,1
713,0
714,1
715,0
716,0
717,1
718,1
719,0
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,0
729,1
730,0
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,0
739,1
740,0
741,1
742,1
743,0
744,0
745,1
746,0
747,0
748,1
749,1
750,0
751,0
752,0
753,1
754,0
755,1
756,1
757,1
758,1
759,0
760,1
761,1
762,0
763,0
764,0
765,1
766,1
767,1
768,1
769,1
770,1
771,0
772,1
773,1
774,0
775,0
776,1
777,0
778,1
779,1
780,1
781,0
782,0
783,1
784,1
785,1
786,0
787,1
788,1
789,0
790,0
791,1
792,0
793,0
794,1
795,0
796,1
797,0
798,0
799,1
800,0
801,1
802,1
803,1
804,0
805,0
806,1
807,0
808,0
809,1
810,1
811,1
812,1
813,0
814,1
815,1
816,1
817,0
818,1
819,1
820,0
821,1
822,1
823,0
824,0
825,1
826,0
827,1
828,0
829,1
830,0
831,0
832,1
833,0
834,1
835,0
836,0
837,1
838,1
839,1
840,0
841,1
842,0
843,1
844,1
845,0
846,1
847,0
848,1
849,1
850,1
851,0
852,0
853,0
854,0
855,1
856,0
857,1
858,1
859,0
860,1
861,1
862,1
863,0
864,1
865,1
866,1
867,0
868,0
869,1
870,0
871,1
872,1
873,0
874,0
875,1
876,1
877,1
878,0
879,1
880,1
881,0
882,1
883,1
884,0
885,1
886,1
887,1
888,1
889,0
890,0
891,0
892,1
893,1
894,0
895,1
896,1
897,0
898,0
899,1
900,0
901,1
902,1
903,1
904,0
905,1
906,1
907,1
908,1
909,0
910,1
911,0
912,1
913,0
914,0
915,1
916,1
917,1
918,0
919,0
920,1
921,0
922,1
923,1
924,0
925,1
926,0
927,1
928,0
929,0
930,1
931,1
932,0
933,0
934,1
935,1
936,0
937,1
938,0
939,1
940,1
941,0
942,1
943,0
944,0
945,0
946,0
947,0
948,0
949,1
950,0
951,1
952,1
953,0
954,0
955,0
956,0
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,0
969,1
970,1
971,0
972,0
973,0
974,1
975,0
976,1
977,1
978,1
979,1
980,0
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,0
989,0
990,1
991,1
992,1
993,1
994,0
995,1
996,0
997,1
998,0
999,0
1000,1
1001,1
1002,1
1003,1
1004,0
1005,1
1006,0
1007,1
1008,0
1009,1
1010,0
1011,1
1012,1
1013,1
1014,1
1015,1
1016,0
1017,1
1018,1
1019,0
1020,1
1021,0
1022,1
1023,0
1024,1
1025,1
1026,0
1027,1
1028,1
1029,1
1030,0
1031,1
1032,1
1033,0
1034,0
1035,1
1036,1
1037,0
1038,0
1039,1
1040,1
1041,0
1042,1
1043,1
1044,1
1045,0
1046,1
1047,0
1048,0
1049,1
1050,1
1051,1
1052,0
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,0
1063,1
1064,1
1065,0
1066,0
1067,1
1068,1
1069,1
1070,0
1071,1
1072,1
1073,0
1074,1
1075,1
1076,1
1077,0
1078,1
1079,1
1080,0
1081,1
1082,0
1083,1
1084,1
1085,0
1086,1
1087,1
1088,0
1089,1
1090,0
1091,0
1092,0
1093,1
1094,1
1095,0
1096,0
1097,0
1098,0
1099,1
1100,0
1101,1
1102,1
1103,1
1104,1
1105,1
1106,0
1107,0
1108,1
1109,1
1110,1
1111,1
1112,1
1113,0
1114,0
1115,0
1116,1
1117,1
1118,0
1119,1
1120,0
1121,0
1122,0
1123,1
1124,0
1125,1
1126,0
1127,0
1128,0
1129,1
1130,0
1131,0
1132,0
1133,1
1134,1
1135,1
1136,1
1137,1
1138,0
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,0
1147,1
1148,1
1149,0
1150,1
1151,1
1152,0
1153,1
1154,1
1155,1
1156,0
1157,1
1158,1
1159,0
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,0
1168,1
1169,0
1170,1
1171,1
1172,0
1173,1
1174,0
1175,1
1176,0
1177,1
1178,1
1179,1
1180,0
1181,1
1182,1
1183,1
1184,0
1185,0
1186,1
1187,1
1188,0
1189,0
1190,0
1191,0
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,0
1201,0
1202,1
1203,1
1204,0
1205,1
1206,0
1207,1
1208,1
1209,1
1210,0
1211,1
1212,1
1213,0
1214,0
1215,1
1216,1
1217,0
1218,1
1219,0
1220,0
1221,0
1222,0
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,0
